COOLING DEGREE DAY TOTALS BY MONTH, MISSING=-9999
STDV YEAR    JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANNL
2499 1933      0     0     0     0     3    89   161    76    14     0     0     0    344
2499 1934      0     0     0     1    29    32   143    99     4     0     0     0    308
2499 1935      0     0     0     0     0    27   136    69    24     0     0     0    257
2499 1936      0     0     0     0    28    67   249   112    19     0     0     0    476
2499 1937      0     0     0     0     8    32   143    85    25     1     0     0    293
2499 1938      0     0     0     0     2    41   100    63    53     1     0     0    259
2499 1939      0     0     0     0     9    11   138    83    21     0     0     0    262
2499 1940      0     0     0     0    11    49   138   108    43     3     0     0    351
2499 1941      0     0     0     0     8    33   133    90     5     0     0     0    269
2499 1942      0     0     0     0     0    13   103    75    14     0     0     0    204
2499 1943      0     0     0     2     0    14    99    77    17     0     0     0    209
2499 1944      0     0     0     0     6    13    67    42    15     1     0     0    145
2499 1945      0     0     0     0     1    10   118    97     7     0     0     0    233
2499 1946      0     0     1     1     1    28   123    66    13     0     0     0    232
2499 1947      0     0     0     0     3    13   150    85    12     1     0     0    265
2499 1948      0     0     0     0     5    33    65    79    29     0     0     0    211
2499 1949      0     0     0     2     8    27    92   112    20     0     2     0    263
2499 1950      0     0     0     0     1    15    56    49     8     0     0     0    129
2499 1951      0     0     0     0     3     6    99    48     5     0     0     0    161
2499 1952      0     0     0     1     3    33    66    70    29     1     0     0    204
2499 1953      0     0     0     0     1    23   115    85    25     1     0     0    249
2499 1954      0     0     0     0     1    14   131    54    13     0     0     0    214
2499 1955      0     0     0     0     2    20    88   106    10     1     0     0    227
2499 1956      0     0     0     0     6    53    93    46    17     0     0     0    216
2499 1957      0     0     0     0     6    24   116    70    16     0     0     0    231
2499 1958      0     0     0     0    23    17    52   119    17     0     0     0    228
2499 1959      0     0     0     0     1    45    97    61     8     0     0     0    212
2499 1960      0     0     0     0     2    34   173    52    17     0     0     0    279
2499 1961      0     0     0     0     7    92   128   165     4     0     0     0    396
2499 1962      0     0     0     0     1    27    51    52    10     0     0     0    142
2499 1963      0     0     0     0     3    26    88    86    45     2     0     0    251
2499 1964      0     0     0     0     3    23   128    44     5     0     0     0    203
2499 1965      0     0     0     0     1    21    88    73     0     0     0     0    183
2499 1966      0     0     0     0     7    21   138    55    39     1     0     0    260
2499 1967      0     0     0     0     1    20   113   113    48     0     0     0    294
2499 1968      0     0     0     0     1    18    90    37    12     0     0     0    158
2499 1969      0     0     0     1     4    14    73   113    35     0     0     0    239
2499 1970      0     0     0     0     5    54   122   118     8     0     0     0    307
2499 1971      0     0     0     0     4    27    71   183    11     0     0     0    295
2499 1972      0     0     0     0     4    44    45   100     8     0     0     0    202
2499 1973      0     0     0     0     4    34   102   109    12     0     0     0    261
2499 1974      0     0     0     0     0    65   129    37     9     0     0     0    240
2499 1975      0     0     0     0     1    18   150    40    11     0     0     0    220
2499 1976      0     0     0     0     6    19   112    69    26     0     0     0    232
2499 1977      0     0     0     0     6    64    85    41    10     0     0     0    206
2499 1978      0     0     0     0     2    31    68    45    17     0     0     0    164
2499 1979      0     0     0     0     2    37   103    84    36     1     0     0    263
2499 1980      0     0     0     2     8    32   100    29    16     0     0     0    187
2499 1981      0     0     0     0     3    17    91   113    29     0     0     0    252
2499 1982      0     0     0     0     1    23    71    93    11     0     0     0    199
2499 1983      0     0     0     0     2    24    87   163    11     0     0     0    287
2499 1984      0     0     0     0     2    25   122   131     6     0     0     0    287
2499 1985      0     0     0     0    10    30   178    51     2     0     0     0    271
2499 1986      0     0     3     0     8    84    59   109     5     0     0     0    267
2499 1987      0     0     0     2    11    57    76    29    24     0     0     0    199
2499 1988      0     0     0     0    15   130   133    91    13     0     0     0    381
2499 1989      0     0     0     0     3    35   155    59    14     0     0     0    266
2499 1990      0     0     0     0     2    33   104    98    56     0     0     0    292
2499 1991      0     0     0     0     3    29   117   150    25     0     0     0    324
2499 1992      0     0     0     0    10    47    33    45    12     0     0     0    146
2499 1993      0     0     0     0    10    14    15    27     7     0     0     0     73
2499 1994      0     0     1     0    10    33   107   113    37     0     0     0    301
2499 1995      0     0     0     0     2    25    76    70    17     0     0     0    189
2499 1996      0     0     0     0     1    47   106    99    11     0     0     0    263
2499 1997      0     0     0     0     6    41    74    77    33     0     0     0    231
2499 1998      0     0     0     0     6    12   167   127    66     0     0     0    378
2499 1999      0     0     0     0     2    21    76   118    10     0     0     0    226
2499 2000      0     0     0     0     4    29   144   118    16     0     0     0    311
2599 1931      0     0     0     5    43   352   407   282   238    32     0     0   1360
2599 1932      0     0     0    11    88   220   409   299    77     4     0     0   1108
2599 1933      0     0     0     2    61   413   388   221   195    11     0     0   1291
