HEATING DEGREE DAY TOTALS BY MONTH FOR SEASON BEGINNING JULY 1 OF YEAR, MISSING=-9999
STDV YEAR    JUL   AUG   SEP   OCT   NOV   DEC   JAN   FEB   MAR   APR   MAY   JUN   ANNL
1999 1960     10    17   143   447   637  1224  1372  1033   923   639   331    45   6822
1999 1961      7    14    38   338   682  1079  1207  1139   902   542   318    52   6317
1999 1962     27    31   185   454   788  1192  1225  1182   891   577   283    49   6884
1999 1963      3    39   219   294   596  1293  1148  1097   883   617   207    63   6457
1999 1964      6    72   161   460   694  1065  1290  1088   955   666   219    68   6744
1999 1965     13    16   139   463   777  1016  1209  1048   869   668   355    53   6625
1999 1966      4    18   178   460   628  1059  1038  1155  1052   658   472    61   6782
1999 1967      4    20   149   410   833  1034  1345  1173   866   494   334    94   6754
1999 1968      3    26    99   339   758  1165  1207  1045   979   512   294    47   6474
1999 1969     12     6   128   435   704  1109  1457  1041   976   581   238    67   6755
1999 1970      3    12   119   387   673  1192  1393  1047   951   654   330    50   6810
1999 1971      6    13    67   285   783  1014  1142  1117   988   712   294    89   6511
1999 1972      7    28   129   553   801  1034  1123  1066   756   517   324    35   6372
1999 1973      4     5   140   416   706   929  1134  1084   897   510   361    87   6273
1999 1974      7    14   144   567   692   984  1065  1034   964   690   193    61   6414
1999 1975      2    21   183   370   558  1076  1329   901   855   450   283    25   6054
1999 1976     11    24   166   530   830  1261  1447  1072   754   528   217    85   6927
1999 1977      7    15   144   446   636  1116  1250  1222  1012   627   275    57   6807
1999 1978     10    16   212   478   724  1048  1138  1277   795   592   212    70   6572
1999 1979      2    24   148   454   575   962  1171  1138   942   543   269   101   6330
1999 1980      3    10   117   509   796  1224  1468   880   893   493   250    43   6686
1999 1981      4    26   169   540   720  1089  1432  1038   931   635   271   144   6997
1999 1982      7    48   141   464   602   895  1156   990   830   561   330    47   6070
1999 1983      2    11    76   436   661  1112  1292   855  1064   602   306    39   6455
1999 1984      7    11   190   388   700   906  1365   998   840   536   252   113   6306
1999 1985      6    24   114   405   659  1160  1133  1087   842   519   243    89   6283
1999 1986     13    37   182   455   787  1003  1231  1093   884   573   269    55   6582
1999 1987      5    34   137   499   735  1003  1288  1017   879   602   279    68   6545
1999 1988      3     5   172   555   666  1111  1073  1059   935   642   234    52   6508
1999 1989      8    18   125   418   741  1472   977   945   843   573   368    64   6553
1999 1990      5    12   143   315   631   871  1191   908   804   481   155    42   5558
1999 1991      7    12   167   379   683  1017  1154   998   991   649   321    69   6448
1999 1992     25    30   149   529   771  1049  1128  1195  1002   568   229    54   6729
1999 1993      5     9   140   505   705  1065  1427  1163   926   504   315    34   6797
1999 1994      0    29   159   425   580   926  1000  1086   845   620   325    54   6049
1999 1995      1    20   163   334   790  1172  1204  1062   991   567   306    45   6655
1999 1996      8    14   129   463   821   876  1175   874   926   630   352    55   6322
1999 1997      5    20   132   481   780  1005  1016   851   804   524   192    70   5879
1999 1998      5     8    89   408   699   867  1144   927   850   526   245    24   5793
1999 1999      1    15    69   459   564   936  1238   935   749   576   271    51   5865
1999 2000     19    28   138   430   705  1173 -9999 -9999 -9999 -9999 -9999 -9999  -9999
2099 1930  -9999 -9999 -9999 -9999 -9999 -9999  1205   979  1041   571   325    55  -9999
2099 1931      3    23    49   342   594   955   981   988  1168   685   274    48   6109
2099 1932     12    23   149   453   926  1171  1028  1150  1036   589   260    20   6818
2099 1933      6    35    65   508   947  1201  1141  1428  1148   672   211    23   7383
2099 1934      6    46   106   447   703  1264  1326  1176   854   667   445   121   7160
2099 1935      3    27   174   478   837  1302  1423  1457   913   732   199    91   7635
2099 1936      5    18    96   506   934  1084  1191  1101  1118   653   289    78   7074
2099 1937     10    11   168   548   865  1268  1337  1011   784   556   292    77   6929
2099 1938     11    13   167   358   739  1143  1213  1150  1025   688   226    40   6774
2099 1939      9    21    89   438   840  1025  1492  1140  1184   721   358    70   7386
2099 1940      9    34   150   441   874  1090  1260  1179  1137   446   210    47   6877
2099 1941      7    32    79   398   743   981  1297  1252   911   439   254    56   6447
2099 1942     13    36   172   446   798  1296  1430  1118  1083   725   355    34   7506
2099 1943     10    27   208   507   891  1223  1134  1106  1122   722   201    33   7184
2099 1944     11    15   121   477   746  1321  1517  1129   615   514   457   120   7044
2099 1945     26    31   135   515   784  1319  1237  1158   650   563   351    82   6853
2099 1946     11    63   110   316   723  1105  1203  1273  1136   665   424   101   7130
2099 1947     26     4   106   236   906  1192  1490  1212  1017   467   366   100   7122
2099 1948     10    23    90   520   676  1108  1133  1051   967   590   249    26   6443
2099 1949      3    29   231   318   851  1074  1104  1153  1136   778   285    67   7027
2099 1950     27    56   159   347   920  1314  1259  1123   967   632   243    80   7126
2099 1951     17    59   179   387  1016  1213  1197  1058  1027   530   325    37   7045
2099 1952      5    33   128   597   740  1034  1159  1009   908   673   258    36   6581
2099 1953      9    19   128   337   690  1044  1289   934  1037   497   393    42   6419
2099 1954     18    38   111   410   768  1163  1286  1121   988   384   213    72   6572
2099 1955      1     8   116   373   894  1242  1285  1122  1085   652   337    44   7160
2099 1956     25    36   202   311   791  1029  1442  1048   960   551   325    59   6777
2099 1957     11    40   164   510   793  1038  1273  1267   957   539   294   141   7029
2099 1958     19    33   135   385   739  1404  1455  1206  1031   574   195    42   7218
2099 1959     11     6    89   486   942  1020  1214  1133  1285   514   301    90   7092
2099 1960     24    25    89   441   717  1303  1382  1028   875   709   375    80   7049
2099 1961     13    27    59   376   781  1183  1417  1244  1013   578   162    55   6908
2099 1962     27    34   189   395   814  1274  1574  1369   937   545   340    52   7551
2099 1963     10    63   169   231   663  1363  1177  1111   977   540   193    54   6552
2099 1964      7    64   148   537   694  1192  1327  1173  1176   684   193    80   7274
2099 1965     32    49   124   490   760   982  1438  1116   886   662   435    55   7028
2099 1966      5    45   176   494   777  1188  1189  1272  1004   554   432    43   7179
2099 1967     28    67   183   464   918  1085  1373  1224   872   492   366    70   7144
2099 1968     17    23    99   399   784  1204  1328  1111  1040   533   294   130   6962
2099 1969     15    16   122   476   848  1221  1508  1184  1092   549   228    57   7316
2099 1970      8    23   114   376   788  1164  1441  1127  1085   640   336    30   7132
2099 1971     24    39    74   255   802  1015  1348  1206  1085   685   235   115   6882
2099 1972     18    39   146   581   864  1166  1168  1161   725   552   368    41   6829
2099 1973     10    15   113   322   757  1171  1240  1220   960   520   363    91   6781
2099 1974      9    32   213   509   762  1112  1179  1104  1067   757   189    47   6980
2099 1975     10    28   255   401   612  1155  1435   968   843   518   356    43   6623
2099 1976     13    47   177   600   993  1423  1657  1181   790   449   150   102   7583
2099 1977      6    52   124   525   767  1245  1462  1415  1160   648   264    74   7743
2099 1978     21    25    90   510   779  1182  1502  1423   897   657   322    68   7476
2099 1979     20    52   129   491   789  1059  1290  1234  1084   604   247   114   7113
2099 1980     11    17   143   597   845  1262  1434  1062   928   501   336    62   7200
2099 1981     13    32   197   585   766  1173  1535  1244  1036   695   158   129   7562
2099 1982     12    59   156   406   750   910  1197   986   879   677   394    64   6490
2099 1983      3    12   116   455   749  1420  1492   920  1169   572   382    41   7330
2099 1984     17    16   174   368   790  1017  1423  1196   885   425   210   118   6640
2099 1985     18    46   107   427   769  1347  1286  1155   878   477   232    80   6821
2099 1986      7    60   113   444   876  1084  1238  1016   841   486   186    29   6381
2099 1987      3    29   129   617   711  1028  1339  1228   951   570   218    40   6863
2099 1988      3    10   154   633   738  1162  1081  1224  1012   643   313    73   7047
2099 1989      9    39   171   439   871  1497  1029  1032   864   525   345    66   6887
2099 1990     15    36   134   472   681  1080  1327  1001   843   464   145    26   6224
